symbol,name,isin,sector,industry,country,exchange
SCAQU,Stratim Cloud Acquisition Corp.,US86309R2067,Financial Services,Shell Companies,United States,NCM
SCCO,Southern Copper Corporation,US84265V1052,Basic Materials,Copper,United States,NYQ
SCHL,Scholastic Corporation,US8070661058,Communication Services,Publishing,United States,NMS
SCHN,"Schnitzer Steel Industries, Inc",US8068821060,Basic Materials,Steel,United States,NMS
SCHW,Charles Schwab Corporation (The,US8085131055,Financial Services,Capital Markets,United States,NYQ
SCKT,"Socket Mobile, Inc.",US83368E2000,Technology,Computer Hardware,United States,NCM
SCLE,Broadscale Acquisition Corp.,US11134Y1010,Financial Services,Shell Companies,United States,NCM
SCLEU,Broadscale Acquisition Corp.,US11134Y2000,Financial Services,Shell Companies,United States,NCM
SCMA,Seaport Calibre Materials Acqui,DE000A2LQUJ6,Financial Services,Shell Companies,United States,NGM
SCMAU,Seaport Calibre Materials Acqui,US8122042042,Financial Services,Shell Companies,United States,NGM
SCMAW,Seaport Calibre Materials Acquisition Corp. Warrant,-,Financial Services,Shell Companies,United States,NGM
SCOA,ScION Tech Growth I,KYG310671048,Financial Services,Shell Companies,United Kingdom,NCM
SCOAU,ScION Tech Growth I,KYG310671204,Financial Services,Shell Companies,United Kingdom,NCM
SCOAW,ScION Tech Growth I,INE669C01036,,,United Kingdom,NCM
SCOB,ScION Tech Growth II,KYG310701084,Financial Services,Shell Companies,United Kingdom,NCM
SCOBU,ScION Tech Growth II,KYG310701241,Financial Services,Shell Companies,United Kingdom,NCM
SCOR,"comScore, Inc.",US20564W1053,Communication Services,Internet Content & Information,United States,NMS
SCPH,scPharmaceuticals Inc.,US8106481059,Healthcare,Biotechnology,United States,NMS
SCPL,SciPlay Corporation,US8090871091,Communication Services,Electronic Gaming & Multimedia,United States,NMS
SCSC,"ScanSource, Inc.",US8060371072,Technology,Electronics & Computer Distribution,United States,NMS
SCVL,"Shoe Carnival, Inc.",US8248891090,Consumer Cyclical,Apparel Retail,United States,NMS
SCWX,SecureWorks Corp.,US81374A1051,Technology,Software—Infrastructure,United States,NMS
SCYX,"SCYNEXIS, Inc.",US8112922005,Healthcare,Drug Manufacturers—Specialty & Generic,United States,NGM
SDAC,Sustainable Development Acquisi,US86934L1035,Financial Services,Shell Companies,United States,NCM
SDACU,Sustainable Development Acquisi,US86934L2025,Financial Services,Shell Companies,United States,NCM
SDC,"SmileDirectClub, Inc.",US83192H1068,Healthcare,Medical Instruments & Supplies,United States,NMS
SDGR,"Schrodinger, Inc.",US80810D1037,Healthcare,Health Information Services,United States,NMS
SDH,"Global Internet of People, Inc.",KYG3932F1063,Industrials,Consulting Services,China,NCM
SDIG,"Stronghold Digital Mining, Inc.",US86337R1032,Financial Services,Capital Markets,United States,NGM
SEAC,"SeaChange International, Inc.",US8116991071,Technology,Software—Application,United States,NMS
SEAT,Vivid Seats Inc.,US92854T1007,Communication Services,Internet Content & Information,United States,NMS
SECO,Secoo Holding Limited,US81367P1012,Consumer Cyclical,Internet Retail,China,NGM
SEDG,"SolarEdge Technologies, Inc.",US83417M1045,Technology,Solar,Israel,NMS
SEE,Sealed Air Corporation,US81211K1007,Consumer Cyclical,Packaging & Containers,United States,NYQ
SEED,Origin Agritech Limited,VGG678282051,Basic Materials,Agricultural Inputs,China,NCM
SEEL,"Seelos Therapeutics, Inc.",-,Healthcare,Biotechnology,United States,NCM
SEER,"Seer, Inc.",US81578P1066,Healthcare,Biotechnology,United States,NMS
SEIC,SEI Investments Company,US7841171033,Financial Services,Asset Management,United States,NMS
SELB,"Selecta Biosciences, Inc.",US8162121045,Healthcare,Biotechnology,United States,NGM
SELF,"Global Self Storage, Inc.",US37955N1063,Real Estate,REIT—Industrial,United States,NCM
SEM,Select Medical Holdings Corpora,US81619Q1058,Healthcare,Medical Care Facilities,United States,NYQ
SENEA,Seneca Foods Corp.,US8170705011,Consumer Defensive,Packaged Foods,United States,NMS
SENEB,Seneca Foods Corp.,US8170701051,Consumer Defensive,Packaged Foods,United States,NMS
SERA,"Sera Prognostics, Inc.",US81749D1072,Healthcare,Diagnostics & Research,United States,NGM
SESN,"Sesen Bio, Inc.",-,Healthcare,Biotechnology,United States,NGM
SEV,Sono Group N.V.,NL0015000N74,Consumer Cyclical,Auto Manufacturers,Germany,NGM
SEVN,Seven Hills Realty Trust,US81784E1010,Real Estate,REIT—Mortgage,United States,NCM
SFBC,"Sound Financial Bancorp, Inc.",US83607A1007,Financial Services,Banks—Regional,United States,NCM
SFET,Safe-T Group Ltd.,US78643B4014,Technology,Software—Infrastructure,Israel,NCM
SFIX,"Stitch Fix, Inc.",US8608971078,Consumer Cyclical,Apparel Retail,United States,NMS
SFM,"Sprouts Farmers Market, Inc.",US85208M1027,Consumer Defensive,Grocery Stores,United States,NMS
SFNC,Simmons First National Corporat,US8287302009,Financial Services,Banks—Regional,United States,NMS
SFPI,SANTA FE PETE INC,US8021791012,Energy,Oil & Gas E&P,United States,PNK
SFST,"Southern First Bancshares, Inc.",US8428731017,Financial Services,Banks—Regional,United States,NGM
SFT,"Shift Technologies, Inc.",US82452T1079,Consumer Cyclical,Internet Retail,United States,NCM
SGA,"Saga Communications, Inc.",US7865983008,Communication Services,Broadcasting,United States,NGM
SGBX,"SG Blocks, Inc.",US78418A5056,Industrials,Metal Fabrication,United States,NCM
SGC,"Superior Group of Companies, In",US8683581024,Consumer Cyclical,Apparel Manufacturing,United States,NGM
SGEN,Seagen Inc.,US81181C1045,Healthcare,Biotechnology,United States,NMS
SGH,"SMART Global Holdings, Inc.",KYG8232Y1017,Technology,Semiconductors,United States,NMS
SGHT,"Sight Sciences, Inc.",US82657M1053,Healthcare,Medical Devices,United States,NMS
SGII,Seaport Global Acquisition II C,US81221H1059,Financial Services,Shell Companies,United States,NGM
SGIIU,Seaport Global Acquisition II C,US81221H2040,Financial Services,Shell Companies,United States,NGM
SGIIW,Seaport Global Acquisition II Corp. Warrants,-,Financial Services,Shell Companies,United States,NGM
SGLB,"Sigma Labs, Inc.",US8265985007,Technology,Information Technology Services,United States,NCM
SGMA,"SigmaTron International, Inc.",US82661L1017,Technology,Electronic Components,United States,NCM
SGML,Sigma Lithium Corporation,CA8265991023,Basic Materials,Other Industrial Metals & Mining,Canada,NCM
SGMO,"Sangamo Therapeutics, Inc.",US8006771062,Healthcare,Biotechnology,United States,NMS
SGMS,Scientific Games Corp,US80874P1093,Consumer Cyclical,Gambling,United States,NMS
SGO.PA,SAINT GOBAIN,-,Industrials,Building Products & Equipment,France,PAR
SGRP,"SPAR Group, Inc.",US7849331035,Industrials,Specialty Business Services,United States,NCM
SGRY,"Surgery Partners, Inc.",US86881A1007,Healthcare,Medical Care Facilities,United States,NMS
SGTX,"Sigilon Therapeutics, Inc.",US82657L1070,Healthcare,Biotechnology,United States,NMS
SHAC,SCP & CO Healthcare Acquisition,US7840651043,Financial Services,Shell Companies,United States,NCM
SHACU,SCP & CO Healthcare Acquisition,US7840652033,Financial Services,Shell Companies,United States,NCM
SHBI,Shore Bancshares Inc,US8251071051,Financial Services,Banks—Regional,United States,NMS
SHC,Sotera Health Company,US83601L1026,Healthcare,Diagnostics & Research,United States,NMS
SHCA,Spindletop Health Acquisition C,FI4000507488,Financial Services,Shell Companies,United States,NGM
SHCAU,Spindletop Health Acquisition C,US84854Q2021,Financial Services,Shell Companies,United States,NGM
SHCAW,Spindletop Health Acquisition Corp. Warrant,-,Financial Services,Shell Companies,United States,NGM
SHCR,"Sharecare, Inc.",US81948W1045,Healthcare,Health Information Services,United States,NMS
SHEN,Shenandoah Telecommunications C,US82312B1061,Communication Services,Telecom Services,United States,NMS
SHIP,Seanergy Maritime Holdings Corp,MHY737601945,Industrials,Marine Shipping,Greece,NCM
SHLS,"Shoals Technologies Group, Inc.",US82489W1071,Technology,Solar,United States,NGM
SHOO,"Steven Madden, Ltd.",US5562691080,Consumer Cyclical,Footwear & Accessories,United States,NMS
SHQA,Shelter Acquisition Corporation,US8228211046,Financial Services,Shell Companies,United States,NCM
SHQAU,Shelter Acquisition Corporation,US8228212036,Financial Services,Shell Companies,United States,NCM
SHREECEM.NS,SHREE CEMENT LTD,-,Basic Materials,Building Materials,India,NSI
SHW,Sherwin-Williams Company (The),US8243481061,Basic Materials,Specialty Chemicals,United States,NYQ
SHYF,"The Shyft Group, Inc.",-,Industrials,Farm & Heavy Construction Machinery,United States,NMS
SIBN,"SI-BONE, Inc.",US8257041090,Healthcare,Medical Devices,United States,NGM
SIDU,"Sidus Space, Inc.",-,Industrials,Aerospace & Defense,United States,NCM
SIE.DE,SIEMENS AG,AT0000816301,Industrials,Specialty Industrial Machinery,Germany,GER
SIEB,Siebert Financial Corp.,US8261761097,Financial Services,Capital Markets,United States,NCM
SIEN,"Sientra, Inc.",US82621J1051,Healthcare,Medical Devices,United States,NMS
SIER,Sierra Lake Acquisition Corp.,US8263321080,Financial Services,Shell Companies,United States,NCM
SIERU,Sierra Lake Acquisition Corp.,US8263322070,Financial Services,Shell Companies,United States,NCM
SIFY,Sify Technologies Limited - Ame,US82655M1071,Communication Services,Telecom Services,India,NCM
SIGA,SIGA Technologies Inc.,US8269171067,Healthcare,Biotechnology,United States,NGM
SIGI,"Selective Insurance Group, Inc.",US8163001071,Financial Services,Insurance—Property & Casualty,United States,NMS
SIGIP,"Selective Insurance Group, Inc.",US8163005031,Financial Services,Insurance—Property & Casualty,United States,NMS
SII,Sprott Inc.,CA8520662088,Financial Services,Asset Management,Canada,NYQ
SILC,Silicom Ltd,IL0010826928,Technology,Communication Equipment,Israel,NMS
SILK,"Silk Road Medical, Inc.",US82710M1009,Healthcare,Medical Devices,United States,NMS
SIMO,Silicon Motion Technology Corpo,US82706C1080,Technology,Semiconductors,Hong Kong,NMS
SINT,"SiNtx Technologies, Inc.",US8293923079,Healthcare,Medical Devices,United States,NCM
SIOX,Sio Gene Therapies Inc.,US8293991043,Healthcare,Biotechnology,United States,NMS
SIRI,Sirius XM Holdings Inc.,US82968B1035,Communication Services,Broadcasting,United States,NMS
SISI,"Shineco, Inc.",US8245673095,Healthcare,Drug Manufacturers—Specialty & Generic,China,NCM
SITM,SiTime Corporation,US82982T1060,Technology,Semiconductors,United States,NGM
SIVB,SVB Financial Group,US78486Q1013,Financial Services,Banks—Regional,United States,NMS
SIVBP,SVB Financial Group - Depositar,US78486Q2003,Financial Services,Banks—Regional,United States,NMS
SJ,Scienjoy Holding Corporation,VGG7864D1125,Communication Services,Broadcasting,China,NCM
SJM,J.M. Smucker Company (The) New,US8326964058,Consumer Defensive,Packaged Foods,United States,NYQ
SKIN,The Beauty Health Company,US88331L1089,Consumer Defensive,Household & Personal Products,United States,NCM
SKYA,Skydeck Acquisition Corp.,KYG822201235,Financial Services,Shell Companies,United States,NCM
SKYAU,Skydeck Acquisition Corp.,KYG822201078,Financial Services,Shell Companies,United States,NCM
SKYT,"SkyWater Technology, Inc.",US83089J1088,Technology,Semiconductors,United States,NCM
SKYW,"SkyWest, Inc.",US8308791024,Industrials,Airlines,United States,NMS
SLAB,"Silicon Laboratories, Inc.",US8269191024,Technology,Semiconductors,United States,NMS
SLAM,Slam Corp.,KYG8210L1059,Financial Services,Shell Companies,United States,NCM
SLAMU,Slam Corp.,KYG8210L1133,Financial Services,Shell Companies,United States,NCM
SLB,Schlumberger N.V.,AN8068571086,Energy,Oil & Gas Equipment & Services,United States,NYQ
SLCR,Silver Crest Acquisition Corpor,KYG813551028,Financial Services,Shell Companies,Hong Kong,NCM
SLCRU,Silver Crest Acquisition Corpor,KYG813551101,Financial Services,Shell Companies,Hong Kong,NCM
SLDB,Solid Biosciences Inc.,US83422E1055,Healthcare,Drug Manufacturers—Specialty & Generic,United States,NMS
SLDP,"Solid Power, Inc.",US83422N1054,Industrials,Electrical Equipment & Parts,United States,NMS
SLGC,"SomaLogic, Inc.",-,Healthcare,Health Information Services,United States,NGM
SLGG,"Super League Gaming, Inc.",US86804F2020,Communication Services,Internet Content & Information,United States,NCM
SLGL,Sol-Gel Technologies Ltd.,IL0011417206,Healthcare,Biotechnology,Israel,NGM
SLGN,Silgan Holdings Inc.,US8270481091,Consumer Cyclical,Packaging & Containers,United States,NMS
SLHG,Skylight Health Group Inc.,CA83086L2057,Healthcare,Medical Care Facilities,Canada,NCM
SLHGP,Skylight Health Group Inc. - 9.,CA83086L3048,Healthcare,Medical Care Facilities,Canada,NCM
SLM,SLM Corporation,US78442P1066,Financial Services,Credit Services,United States,NMS
SLMBP,SLM Corporation - Floating Rate,US78442P5026,Financial Services,Credit Services,United States,NMS
SLN,Silence Therapeutics Plc - Amer,US82686Q1013,Healthcare,Biotechnology,United Kingdom,NGM
SLNG,"Stabilis Solutions, Inc.",-,Energy,Oil & Gas Integrated,United States,NCM
SLNH,"Soluna Holdings, Inc.",-,Technology,Scientific & Technical Instruments,United States,NCM
SLNHP,"Soluna Holdings, Inc. - 9.0% Se",-,Technology,Scientific & Technical Instruments,United States,NCM
SLNO,"Soleno Therapeutics, Inc.",US8342032005,Healthcare,Biotechnology,United States,NCM
SLP,"Simulations Plus, Inc.",US8292141053,Healthcare,Health Information Services,United States,NMS
SLRC,Solar Capital Ltd.,-,Financial Services,Asset Management,United States,NGM
SLRX,"Salarius Pharmaceuticals, Inc.",US79400X1072,Healthcare,Biotechnology,United States,NCM
SLS,"SELLAS Life Sciences Group, Inc",US81642T2096,Healthcare,Biotechnology,United States,NCM
SLVR,SilverSPAC Inc.,KYG8136V1041,Financial Services,Shell Companies,United States,NCM
SLVRU,SilverSPAC Inc.,KYG8136V1207,Financial Services,Shell Companies,United States,NCM
SMAP,SportsMap Tech Acquisition Corp,US84921J1088,Financial Services,Shell Companies,United States,NGM
SMAPU,SportsMap Tech Acquisition Corp,US84921J2078,Financial Services,Shell Companies,United States,NGM
SMAPW,SportsMap Tech Acquisition Corp. Warrants,-,Financial Services,Shell Companies,United States,NGM
SMAR,Smartsheet Inc.,US83200N1037,Technology,Software—Application,United States,NYQ
SMBC,"Southern Missouri Bancorp, Inc.",US8433801060,Financial Services,Banks—Regional,United States,NGM
SMBK,"SmartFinancial, Inc.",US83190L2088,Financial Services,Banks—Regional,United States,NCM
SMCI,"Super Micro Computer, Inc.",US86800U1043,Technology,Computer Hardware,United States,NMS
SMED,Sharps Compliance Corp.,US8200171010,Industrials,Waste Management,United States,NCM
SMFR,Sema4 Holdings Corp.,US81663L1017,Healthcare,Health Information Services,United States,NMS
SMID,Smith-Midland Corporation,US8321561032,Basic Materials,Building Materials,United States,NCM
SMIH,Summit Healthcare Acquisition C,KYG8566R1020,Financial Services,Shell Companies,Hong Kong,NCM
SMIHU,Summit Healthcare Acquisition C,KYG8566R1285,Financial Services,Shell Companies,Hong Kong,NCM
SMIT,"Schmitt Industries, Inc.",US8068702005,Technology,Scientific & Technical Instruments,United States,NCM
SMLR,"Semler Scientific, Inc.",US81684M1045,Healthcare,Medical Devices,United States,NCM
SMMF,"Summit Financial Group, Inc.",US86606G1013,Financial Services,Banks—Regional,United States,NMS
SMMT,Summit Therapeutics Inc.,US86627T1088,Healthcare,Biotechnology,United States,NGM
SMPL,The Simply Good Foods Company,US82900L1026,Consumer Defensive,Packaged Foods,United States,NCM
SMSI,"Smith Micro Software, Inc.",US8321542073,Technology,Software—Application,United States,NCM
SMTC,Semtech Corporation,US8168501018,Technology,Semiconductors,United States,NMS
SMTI,Sanara MedTech Inc.,US79957L1008,Healthcare,Medical Instruments & Supplies,United States,NCM
SNA,Snap-On Incorporated,US8330341012,Industrials,Tools & Accessories,United States,NYQ
SNAP,Snap Inc.,US83304A1060,Communication Services,Internet Content & Information,United States,NYQ
SNAX,"Stryve Foods, Inc.",US8636851037,Consumer Defensive,Packaged Foods,United States,NCM
SNBR,Sleep Number Corporation,US83125X1037,Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,NMS
SNCE,"Science 37 Holdings, Inc.",US8086441081,Healthcare,Health Information Services,United States,NGM
SNCR,"Synchronoss Technologies, Inc.",US87157B1035,Technology,Software—Infrastructure,United States,NMS
SNCY,"Sun Country Airlines Holdings, ",US8666831057,Industrials,Airlines,United States,NMS
SND,"Smart Sand, Inc.",US83191H1077,Energy,Oil & Gas Equipment & Services,United States,NMS
SNDL,Sundial Growers Inc.,CA86730L1094,Healthcare,Drug Manufacturers—Specialty & Generic,Canada,NCM
SNDX,"Syndax Pharmaceuticals, Inc.",US87164F1057,Healthcare,Biotechnology,United States,NMS
SNES,"SenesTech, Inc.",US81720R2085,Basic Materials,Specialty Chemicals,United States,NCM
SNEX,StoneX Group Inc.,US8618961085,Financial Services,Capital Markets,United States,NMS
SNFCA,Security National Financial Cor,US8147853092,Financial Services,Credit Services,United States,NGM
SNGX,"Soligenix, Inc.",US8342233074,Healthcare,Biotechnology,United States,NCM
SNN,"Smith & Nephew SNATS, Inc.",US83175M2052,Healthcare,Medical Devices,United Kingdom,NYQ
SNOA,"Sonoma Pharmaceuticals, Inc.",US83558L2043,Healthcare,Drug Manufacturers—Specialty & Generic,United States,NCM
SNOW,Snowflake Inc.,US8334451098,Technology,Software—Application,United States,NYQ
